cancellation_id,cancellation_date,original_checkin_date,lead_time_days,conflict_phase,hotel_chain,hotel_tier,country,city,guest_nationality,booking_type,nights_booked,guests,room_type,adr_usd,revenue_lost_usd,cancellation_reason,refund_issued,channel
CXL-0506,2025-11-30,2025-12-25,25,Active Conflict,Radisson Hotel Group,Upper-Upscale,UAE,Dubai,Indian,Leisure,5,2,Deluxe,1306.06,6530.28,Corporate travel ban,Voucher,OTA
CXL-0507,2024-03-02,2024-03-27,25,Pre-Tension,Kempinski Hotels,Luxury,Saudi Arabia,Medina,German,Group,7,4,Standard,917.0,6419.0,Flight rerouting — extended journey,Full Refund,Direct Website
CXL-0508,2026-06-13,2026-06-27,14,Post-Ceasefire,Best Western,Mid-Scale,Saudi Arabia,Medina,British,Group,4,6,Suite,1729.85,6919.4,Safety concerns — conflict proximity,Voucher,Direct Website
CXL-0509,2026-03-19,2026-03-19,0,Peak Crisis,Jumeirah Group,Ultra-Luxury,Kuwait,Kuwait City,South African,Group,9,6,Presidential Suite,316.14,2845.27,Insurance non-coverage,Partial Refund,Direct Website
CXL-0510,2026-02-26,2026-02-28,2,Peak Crisis,Accor Group,Multi-Scale,Qatar,Al Rayyan,French,Honeymoon,4,1,Standard,803.84,3215.36,Corporate travel ban,No Refund,Travel Agent
CXL-0511,2025-10-02,2025-10-18,16,Active Conflict,Marriott International,Luxury/Upper-Upscale,Oman,Salalah,Australian,Honeymoon,14,3,Deluxe,783.52,10969.25,Cruise ship rerouted,Full Refund,Direct Website
CXL-0512,2025-06-06,2025-07-26,50,Active Conflict,Four Seasons Hotels,Luxury,Saudi Arabia,Mecca,Canadian,Business,13,6,Presidential Suite,729.02,9477.26,Government travel advisory Level 4,Partial Refund,GDS
CXL-0513,2024-11-15,2024-12-15,30,Pre-Tension,Sofitel (Accor),Luxury,Bahrain,Manama,Canadian,Leisure,3,2,Presidential Suite,1458.39,4375.17,Insurance non-coverage,Voucher,Travel Agent
CXL-0514,2025-08-22,2025-09-27,36,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,UAE,Sharjah,German,Leisure,12,6,Presidential Suite,444.95,5339.45,MICE event cancelled,No Refund,Direct Website
CXL-0515,2025-11-27,2025-12-07,10,Active Conflict,Anantara Hotels,Luxury,Lebanon,Beirut,British,MICE,2,4,Pool Villa,1057.75,2115.49,Government travel advisory Level 4,Partial Refund,Corporate
CXL-0516,2024-06-19,2024-08-15,57,Pre-Tension,Hilton Worldwide,Luxury/Upper-Upscale,Bahrain,Manama,Australian,Honeymoon,4,4,Pool Villa,1430.01,5720.06,Insurance non-coverage,No Refund,GDS
CXL-0517,2025-09-04,2025-09-21,17,Active Conflict,Wyndham Hotels,Mid/Upper-Mid,Jordan,Amman,Italian,MICE,2,1,Suite,876.77,1753.54,Flight rerouting — extended journey,Full Refund,GDS
CXL-0518,2026-04-21,2026-06-07,47,Post-Ceasefire,Best Western,Mid-Scale,UAE,Ajman,Indian,MICE,9,4,Standard,1617.65,14558.83,Safety concerns — conflict proximity,Partial Refund,GDS
CXL-0519,2026-06-15,2026-06-28,13,Post-Ceasefire,Jumeirah Group,Ultra-Luxury,Qatar,Al Rayyan,Russian,Business,7,5,Suite,398.27,2787.92,Insurance non-coverage,Full Refund,OTA
CXL-0520,2025-07-18,2025-08-29,42,Active Conflict,Wyndham Hotels,Mid/Upper-Mid,Oman,Muscat,South Korean,Group,2,4,Suite,1470.56,2941.12,Government travel advisory Level 4,Partial Refund,Travel Agent
CXL-0521,2026-02-02,2026-03-11,37,Peak Crisis,Hilton Worldwide,Luxury/Upper-Upscale,Oman,Muscat,French,MICE,14,2,Suite,899.67,12595.31,Corporate travel ban,Full Refund,OTA
CXL-0522,2026-03-05,2026-03-18,13,Peak Crisis,IHG Hotels & Resorts,Upper-Upscale,Qatar,Doha,Russian,MICE,5,4,Presidential Suite,1409.44,7047.18,Government travel advisory Level 4,No Refund,Direct Website
CXL-0523,2026-05-26,2026-06-16,21,Post-Ceasefire,Mandarin Oriental,Ultra-Luxury,Bahrain,Manama,Spanish,MICE,3,2,Presidential Suite,1547.31,4641.92,Airspace closure — flight cancelled,Full Refund,OTA
CXL-0524,2025-05-16,2025-05-19,3,Escalation,Hilton Worldwide,Luxury/Upper-Upscale,Qatar,Al Rayyan,British,Honeymoon,10,5,Pool Villa,1033.15,10331.53,Cruise ship rerouted,No Refund,Direct Website
CXL-0525,2025-12-20,2025-12-24,4,Active Conflict,Mandarin Oriental,Ultra-Luxury,Lebanon,Beirut,Australian,Honeymoon,3,4,Deluxe,1000.29,3000.87,Airspace closure — flight cancelled,Full Refund,Corporate
CXL-0526,2026-02-11,2026-03-15,32,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Lebanon,Beirut,Japanese,Leisure,14,6,Pool Villa,1649.98,23099.71,Government travel advisory Level 4,No Refund,OTA
CXL-0527,2025-03-14,2025-03-17,3,Escalation,Jumeirah Group,Ultra-Luxury,Oman,Muscat,Italian,Leisure,14,6,Suite,335.3,4694.27,Insurance non-coverage,Partial Refund,GDS
CXL-0528,2026-06-06,2026-06-29,23,Post-Ceasefire,Rotana Hotels,Upper-Upscale,Jordan,Petra,American,Business,1,6,Standard,454.22,454.22,Government travel advisory Level 4,Voucher,Travel Agent
CXL-0529,2026-02-23,2026-02-24,1,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Qatar,Doha,Brazilian,Group,5,4,Suite,1738.61,8693.03,Safety concerns — conflict proximity,Full Refund,Direct Website
CXL-0530,2026-02-14,2026-03-22,36,Peak Crisis,Best Western,Mid-Scale,Lebanon,Beirut,Brazilian,MICE,13,2,Pool Villa,235.1,3056.27,Hotel temporarily closed,No Refund,Corporate
CXL-0531,2026-05-12,2026-06-19,38,Post-Ceasefire,Best Western,Mid-Scale,Saudi Arabia,Jeddah,French,Business,1,5,Standard,395.25,395.25,Force majeure — war clause,Voucher,GDS
CXL-0532,2025-11-23,2025-12-15,22,Active Conflict,Anantara Hotels,Luxury,Egypt,Sharm el-Sheikh,Russian,MICE,14,1,Presidential Suite,1402.37,19633.19,Hotel temporarily closed,Full Refund,Direct Website
CXL-0533,2024-10-21,2024-12-04,44,Pre-Tension,IHG Hotels & Resorts,Upper-Upscale,UAE,Sharjah,Russian,MICE,9,5,Standard,1264.43,11379.87,Insurance non-coverage,No Refund,GDS
CXL-0534,2024-07-16,2024-08-03,18,Pre-Tension,IHG Hotels & Resorts,Upper-Upscale,Iraq,Erbil,Brazilian,Business,13,2,Standard,1418.62,18442.12,Flight rerouting — extended journey,Partial Refund,GDS
CXL-0535,2026-06-10,2026-06-25,15,Post-Ceasefire,Hilton Worldwide,Luxury/Upper-Upscale,Jordan,Aqaba,French,Honeymoon,3,4,Suite,312.92,938.75,Corporate travel ban,Voucher,GDS
CXL-0536,2025-09-10,2025-09-25,15,Active Conflict,Four Seasons Hotels,Luxury,Lebanon,Beirut,French,MICE,6,5,Standard,480.13,2880.77,Hotel temporarily closed,Partial Refund,GDS
CXL-0537,2025-12-26,2025-12-28,2,Active Conflict,Jumeirah Group,Ultra-Luxury,Qatar,Al Rayyan,South African,Honeymoon,9,3,Standard,1081.59,9734.29,MICE event cancelled,Partial Refund,OTA
CXL-0538,2025-09-07,2025-10-24,47,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Jordan,Petra,South Korean,Group,3,3,Deluxe,1246.1,3738.3,Flight rerouting — extended journey,Voucher,Direct Website
CXL-0539,2025-04-17,2025-05-21,34,Escalation,Mandarin Oriental,Ultra-Luxury,Bahrain,Manama,South African,MICE,3,4,Standard,711.75,2135.26,Hotel temporarily closed,Partial Refund,Corporate
CXL-0540,2026-02-14,2026-03-07,21,Peak Crisis,Sofitel (Accor),Luxury,Egypt,Sharm el-Sheikh,Spanish,Business,12,1,Pool Villa,415.65,4987.78,Airspace closure — flight cancelled,Full Refund,Travel Agent
CXL-0541,2026-03-28,2026-03-28,0,Peak Crisis,Rotana Hotels,Upper-Upscale,Jordan,Amman,British,Business,5,3,Presidential Suite,1581.45,7907.26,Cruise ship rerouted,No Refund,GDS
CXL-0542,2025-12-16,2025-12-27,11,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Bahrain,Muharraq,French,Honeymoon,14,6,Standard,615.09,8611.3,Airspace closure — flight cancelled,Partial Refund,Direct Website
CXL-0543,2026-06-29,2026-06-29,0,Post-Ceasefire,Sofitel (Accor),Luxury,Lebanon,Beirut,Australian,Honeymoon,11,6,Standard,854.47,9399.18,Insurance non-coverage,Voucher,Travel Agent
CXL-0544,2026-05-03,2026-06-02,30,Post-Ceasefire,Kempinski Hotels,Luxury,Egypt,Sharm el-Sheikh,American,Leisure,3,1,Standard,1325.51,3976.53,Force majeure — war clause,Full Refund,Corporate
CXL-0545,2025-08-04,2025-09-04,31,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Egypt,Sharm el-Sheikh,Canadian,Honeymoon,7,1,Presidential Suite,1457.39,10201.7,Flight rerouting — extended journey,Voucher,Corporate
CXL-0546,2026-03-24,2026-03-27,3,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Bahrain,Muharraq,French,Honeymoon,3,3,Deluxe,499.38,1498.13,Safety concerns — conflict proximity,No Refund,Direct Website
CXL-0547,2025-12-13,2025-12-28,15,Active Conflict,Mandarin Oriental,Ultra-Luxury,Egypt,Hurghada,Chinese,Group,3,4,Suite,902.71,2708.13,Airspace closure — flight cancelled,Partial Refund,OTA
CXL-0548,2026-03-08,2026-03-24,16,Peak Crisis,Hilton Worldwide,Luxury/Upper-Upscale,Oman,Muscat,Russian,Leisure,2,3,Deluxe,1018.45,2036.89,Insurance non-coverage,Partial Refund,Corporate
CXL-0549,2025-12-29,2025-12-30,1,Active Conflict,Jumeirah Group,Ultra-Luxury,Lebanon,Beirut,German,Leisure,14,5,Suite,1590.75,22270.49,Flight rerouting — extended journey,No Refund,Corporate
CXL-0550,2026-02-01,2026-02-24,23,Peak Crisis,Radisson Hotel Group,Upper-Upscale,Lebanon,Beirut,Russian,Honeymoon,13,4,Deluxe,242.36,3150.72,Cruise ship rerouted,Partial Refund,Corporate
CXL-0551,2025-07-04,2025-09-24,82,Active Conflict,Anantara Hotels,Luxury,UAE,Abu Dhabi,Brazilian,Group,6,3,Presidential Suite,822.05,4932.29,MICE event cancelled,No Refund,Travel Agent
CXL-0552,2026-02-26,2026-03-26,28,Peak Crisis,Jumeirah Group,Ultra-Luxury,Lebanon,Beirut,Russian,Business,13,5,Presidential Suite,1002.69,13034.94,Government travel advisory Level 4,Partial Refund,Corporate
CXL-0553,2025-12-01,2025-12-10,9,Active Conflict,Four Seasons Hotels,Luxury,Oman,Muscat,Chinese,Group,2,1,Deluxe,1325.36,2650.73,Airline suspension of routes,No Refund,OTA
CXL-0554,2025-03-13,2025-05-10,58,Escalation,Radisson Hotel Group,Upper-Upscale,Bahrain,Muharraq,Canadian,Business,10,4,Pool Villa,377.1,3771.05,MICE event cancelled,Voucher,GDS
CXL-0555,2025-10-23,2025-12-25,63,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Egypt,Sharm el-Sheikh,Canadian,Business,12,4,Deluxe,1064.03,12768.31,Airspace closure — flight cancelled,Full Refund,Corporate
CXL-0556,2026-01-16,2026-01-18,2,Peak Crisis,Four Seasons Hotels,Luxury,UAE,Dubai,Russian,Group,5,2,Pool Villa,982.61,4913.03,Airspace closure — flight cancelled,Voucher,Direct Website
CXL-0557,2025-08-22,2025-10-23,62,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Oman,Salalah,Spanish,Leisure,5,5,Pool Villa,1415.91,7079.56,Insurance non-coverage,Voucher,OTA
CXL-0558,2026-03-27,2026-03-27,0,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Lebanon,Beirut,Chinese,Honeymoon,12,3,Presidential Suite,1191.42,14297.02,Safety concerns — conflict proximity,No Refund,Direct Website
CXL-0559,2026-03-03,2026-03-30,27,Peak Crisis,Best Western,Mid-Scale,Kuwait,Kuwait City,South Korean,MICE,6,6,Pool Villa,1237.73,7426.38,Airline suspension of routes,Full Refund,GDS
CXL-0560,2025-02-01,2025-04-17,75,Escalation,Four Seasons Hotels,Luxury,Egypt,Cairo,French,MICE,6,1,Deluxe,447.07,2682.41,Airline suspension of routes,No Refund,Direct Website
CXL-0561,2026-05-30,2026-06-22,23,Post-Ceasefire,Radisson Hotel Group,Upper-Upscale,Egypt,Sharm el-Sheikh,South African,Business,8,4,Presidential Suite,500.92,4007.32,Corporate travel ban,Voucher,GDS
CXL-0562,2024-12-06,2024-12-08,2,Pre-Tension,Four Seasons Hotels,Luxury,UAE,Sharjah,American,MICE,11,5,Standard,872.05,9592.5,Flight rerouting — extended journey,Voucher,OTA
CXL-0563,2026-03-29,2026-03-31,2,Peak Crisis,Mandarin Oriental,Ultra-Luxury,Qatar,Doha,South Korean,Honeymoon,7,1,Standard,1701.61,11911.28,Flight rerouting — extended journey,No Refund,Travel Agent
CXL-0564,2025-11-29,2025-12-25,26,Active Conflict,Sofitel (Accor),Luxury,Iraq,Erbil,Spanish,Leisure,11,3,Presidential Suite,933.04,10263.4,Government travel advisory Level 4,Partial Refund,GDS
CXL-0565,2026-02-17,2026-03-13,24,Peak Crisis,Kempinski Hotels,Luxury,Jordan,Petra,Italian,Leisure,13,2,Deluxe,1441.35,18737.51,Safety concerns — conflict proximity,No Refund,Direct Website
CXL-0566,2025-10-25,2025-12-11,47,Active Conflict,Wyndham Hotels,Mid/Upper-Mid,Qatar,Al Rayyan,South African,Group,9,4,Presidential Suite,1350.62,12155.56,Airline suspension of routes,No Refund,OTA
CXL-0567,2025-10-22,2025-11-02,11,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,UAE,Ras Al Khaimah,South Korean,MICE,9,6,Presidential Suite,519.6,4676.36,Insurance non-coverage,No Refund,Travel Agent
CXL-0568,2026-01-10,2026-02-02,23,Peak Crisis,Accor Group,Multi-Scale,Jordan,Amman,South Korean,Business,10,6,Presidential Suite,1204.37,12043.68,Cruise ship rerouted,Partial Refund,OTA
CXL-0569,2026-02-20,2026-03-03,11,Peak Crisis,Best Western,Mid-Scale,Egypt,Hurghada,South Korean,Leisure,12,3,Pool Villa,571.85,6862.2,Corporate travel ban,Full Refund,Corporate
CXL-0570,2026-02-20,2026-03-17,25,Peak Crisis,Marriott International,Luxury/Upper-Upscale,Bahrain,Manama,German,Leisure,11,4,Standard,481.4,5295.45,Corporate travel ban,Full Refund,Travel Agent
CXL-0571,2025-09-23,2025-11-27,65,Active Conflict,Mandarin Oriental,Ultra-Luxury,Egypt,Sharm el-Sheikh,Indian,Honeymoon,12,6,Standard,241.53,2898.37,Government travel advisory Level 4,Partial Refund,GDS
CXL-0572,2026-01-26,2026-03-27,60,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,Bahrain,Muharraq,South African,Business,3,4,Pool Villa,1671.16,5013.47,Corporate travel ban,Voucher,Travel Agent
CXL-0573,2025-11-26,2025-11-29,3,Active Conflict,Accor Group,Multi-Scale,Oman,Salalah,Spanish,Leisure,9,5,Presidential Suite,1114.87,10033.84,Government travel advisory Level 4,Partial Refund,Corporate
CXL-0574,2026-05-20,2026-06-27,38,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Iraq,Baghdad,Brazilian,Group,5,6,Standard,1056.0,5280.02,Airspace closure — flight cancelled,Partial Refund,Corporate
CXL-0575,2025-12-16,2025-12-19,3,Active Conflict,Best Western,Mid-Scale,Bahrain,Manama,Brazilian,MICE,9,5,Presidential Suite,471.81,4246.28,Airspace closure — flight cancelled,Partial Refund,OTA
CXL-0576,2025-12-12,2025-12-29,17,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Lebanon,Beirut,Italian,Business,6,4,Pool Villa,945.35,5672.09,Government travel advisory Level 4,No Refund,Direct Website
CXL-0577,2026-03-24,2026-03-29,5,Peak Crisis,Rotana Hotels,Upper-Upscale,Saudi Arabia,NEOM area,Australian,Group,6,4,Suite,1392.27,8353.59,Corporate travel ban,Partial Refund,Direct Website
CXL-0578,2025-09-03,2025-10-19,46,Active Conflict,Jumeirah Group,Ultra-Luxury,Qatar,Al Rayyan,South African,Group,8,6,Deluxe,192.62,1540.98,Airspace closure — flight cancelled,Partial Refund,Direct Website
CXL-0579,2026-01-23,2026-02-20,28,Peak Crisis,Hyatt Hotels,Luxury/Upper-Upscale,Bahrain,Muharraq,Australian,Leisure,9,4,Suite,1019.81,9178.26,Airline suspension of routes,No Refund,Corporate
CXL-0580,2026-02-08,2026-03-11,31,Peak Crisis,Jumeirah Group,Ultra-Luxury,Qatar,Al Rayyan,Australian,MICE,11,3,Presidential Suite,1553.31,17086.44,Force majeure — war clause,No Refund,GDS
CXL-0581,2024-12-16,2024-12-20,4,Pre-Tension,Hilton Worldwide,Luxury/Upper-Upscale,Lebanon,Beirut,American,Honeymoon,13,1,Suite,1673.45,21754.81,Cruise ship rerouted,Full Refund,Corporate
CXL-0582,2026-03-11,2026-03-26,15,Peak Crisis,Four Seasons Hotels,Luxury,Oman,Salalah,Italian,MICE,5,3,Pool Villa,1387.78,6938.88,Government travel advisory Level 4,Full Refund,GDS
CXL-0583,2026-01-14,2026-01-14,0,Peak Crisis,Radisson Hotel Group,Upper-Upscale,Lebanon,Beirut,Indian,MICE,10,4,Presidential Suite,1476.13,14761.31,Insurance non-coverage,Full Refund,Corporate
CXL-0584,2025-10-15,2025-12-24,70,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Jordan,Aqaba,Indian,Group,14,4,Suite,1446.58,20252.12,Airline suspension of routes,Partial Refund,Direct Website
CXL-0585,2025-09-22,2025-11-17,56,Active Conflict,IHG Hotels & Resorts,Upper-Upscale,Kuwait,Kuwait City,Brazilian,Business,4,4,Deluxe,1102.31,4409.24,Insurance non-coverage,Partial Refund,Corporate
CXL-0586,2025-01-20,2025-03-05,44,Escalation,IHG Hotels & Resorts,Upper-Upscale,UAE,Abu Dhabi,South African,Group,8,3,Deluxe,491.11,3928.92,Force majeure — war clause,No Refund,OTA
CXL-0587,2025-07-13,2025-07-27,14,Active Conflict,Marriott International,Luxury/Upper-Upscale,Iraq,Erbil,Australian,Business,6,6,Presidential Suite,156.44,938.66,Airspace closure — flight cancelled,Voucher,Corporate
CXL-0588,2025-10-31,2025-11-04,4,Active Conflict,Rotana Hotels,Upper-Upscale,Kuwait,Kuwait City,Russian,Group,8,4,Standard,539.8,4318.41,MICE event cancelled,No Refund,Corporate
CXL-0589,2025-05-23,2025-05-24,1,Escalation,Radisson Hotel Group,Upper-Upscale,Egypt,Hurghada,Chinese,Business,12,2,Pool Villa,791.63,9499.57,Flight rerouting — extended journey,No Refund,Corporate
CXL-0590,2025-08-16,2025-10-19,64,Active Conflict,Anantara Hotels,Luxury,Iraq,Erbil,French,Leisure,11,3,Pool Villa,896.93,9866.2,Hotel temporarily closed,No Refund,GDS
CXL-0591,2025-12-20,2025-12-31,11,Active Conflict,Hilton Worldwide,Luxury/Upper-Upscale,Iraq,Erbil,Chinese,Business,7,2,Suite,1543.02,10801.14,Flight rerouting — extended journey,No Refund,Travel Agent
CXL-0592,2025-08-11,2025-09-10,30,Active Conflict,Hyatt Hotels,Luxury/Upper-Upscale,Egypt,Sharm el-Sheikh,Indian,Honeymoon,2,2,Presidential Suite,516.73,1033.46,Flight rerouting — extended journey,No Refund,Travel Agent
CXL-0593,2026-04-10,2026-06-28,79,Post-Ceasefire,Mandarin Oriental,Ultra-Luxury,Saudi Arabia,Dammam,Chinese,Group,10,5,Pool Villa,923.97,9239.74,Cruise ship rerouted,Partial Refund,Direct Website
CXL-0594,2026-03-18,2026-03-18,0,Peak Crisis,Wyndham Hotels,Mid/Upper-Mid,UAE,Dubai,Chinese,Leisure,10,1,Presidential Suite,677.49,6774.87,Airline suspension of routes,Voucher,GDS
CXL-0595,2026-02-06,2026-02-08,2,Peak Crisis,Rotana Hotels,Upper-Upscale,Oman,Muscat,German,MICE,4,3,Presidential Suite,649.81,2599.25,Safety concerns — conflict proximity,Voucher,OTA
CXL-0596,2026-04-25,2026-05-24,29,Post-Ceasefire,Mandarin Oriental,Ultra-Luxury,Bahrain,Manama,French,MICE,13,4,Deluxe,704.79,9162.23,Corporate travel ban,Voucher,GDS
CXL-0597,2026-06-14,2026-06-14,0,Post-Ceasefire,Mandarin Oriental,Ultra-Luxury,Iraq,Erbil,Italian,Leisure,3,5,Pool Villa,456.74,1370.23,Insurance non-coverage,Full Refund,Corporate
CXL-0598,2026-03-04,2026-03-28,24,Peak Crisis,Jumeirah Group,Ultra-Luxury,Oman,Salalah,Italian,Group,11,5,Deluxe,391.4,4305.35,Flight rerouting — extended journey,Voucher,Direct Website
CXL-0599,2024-08-28,2024-10-25,58,Pre-Tension,Sofitel (Accor),Luxury,Bahrain,Manama,South Korean,Group,7,4,Pool Villa,829.66,5807.62,Flight rerouting — extended journey,No Refund,GDS
CXL-0600,2026-04-08,2026-06-29,82,Post-Ceasefire,Wyndham Hotels,Mid/Upper-Mid,Kuwait,Kuwait City,German,Honeymoon,11,1,Presidential Suite,882.09,9702.98,Safety concerns — conflict proximity,Full Refund,OTA
